refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableBoundedCollectionTest.java,testUnmodifiable,UnmodifiableBoundedCollectionTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableCollectionTest.java,testDecorateFactory,UnmodifiableCollectionTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/collection/UnmodifiableCollectionTest.java,testUnmodifiable,UnmodifiableCollectionTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testComparatorIsSerializable,AbstractComparatorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testEmptyListSort,AbstractComparatorTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testRandomListSort,AbstractComparatorTest,36,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/AbstractComparatorTest.java,testReverseListSort,AbstractComparatorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testConstructors,BooleanComparatorTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testEqualsCompatibleInstance,BooleanComparatorTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/BooleanComparatorTest.java,testStaticFactoryMethods,BooleanComparatorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testBadListComparatorChain,ComparatorChainTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testBadNoopComparatorChain,ComparatorChainTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testComparatorChainOnMinValuedComparator,ComparatorChainTest,40,4,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testListComparatorChain,ComparatorChainTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/ComparatorChainTest.java,testNoopComparatorChain,ComparatorChainTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testAddAsEqual,FixedOrderComparatorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testArrayConstructor,FixedOrderComparatorTest,26,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testConstructorPlusAdd,FixedOrderComparatorTest,24,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testListConstructor,FixedOrderComparatorTest,26,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testLock,FixedOrderComparatorTest,32,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/FixedOrderComparatorTest.java,testUnknownObjectBehavior,FixedOrderComparatorTest,68,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/comparators/TransformingComparatorTest.java,testEquals,TransformingComparatorTest,28,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractClosureTest.java,testClosureSanityTests,AbstractClosureTest,10,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullArrayToGetInstance,AbstractCompositePredicateTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullCollectionToGetInstance,AbstractCompositePredicateTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementInArrayToGetInstance,AbstractCompositePredicateTest,16,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementsInArrayToGetInstance,AbstractCompositePredicateTest,16,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractCompositePredicateTest.java,nullElementsInCollectionToGetInstance,AbstractCompositePredicateTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AbstractPredicateTest.java,testPredicateSanityTests,AbstractPredicateTest,10,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testAllTrue,AllPredicateTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testEmptyArrayToGetInstance,AllPredicateTest,16,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testEmptyCollectionToGetInstance,AllPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testOneFalsePredicate,AllPredicateTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testOneTruePredicate,AllPredicateTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/AllPredicateTest.java,testTrueAndFalseCombined,AllPredicateTest,34,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareEquals,ComparatorPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareGreater,ComparatorPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareGreaterOrEqual,ComparatorPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareLess,ComparatorPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/ComparatorPredicateTest.java,testCompareLessOrEqual,ComparatorPredicateTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testNullArgumentEqualsNullPredicate,EqualPredicateTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testObjectFactoryUsesEqualsForTest,EqualPredicateTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/EqualPredicateTest.java,testPredicateTypeCanBeSuperClassOfObject,EqualPredicateTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/NullPredicateTest.java,testEnsurePredicateCanBeTypedWithoutWarning,NullPredicateTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/functors/NullPredicateTest.java,testNullPredicate,NullPredicateTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testEmptyIterator,AbstractIteratorTest,42,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testForEachRemaining,AbstractIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testFullIterator,AbstractIteratorTest,58,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractIteratorTest.java,testRemove,AbstractIteratorTest,48,5,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAdd,AbstractListIteratorTest,72,5,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAddThenRemove,AbstractListIteratorTest,30,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testAddThenSet,AbstractListIteratorTest,22,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testEmptyListIteratorIsIndeedEmpty,AbstractListIteratorTest,48,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testRemoveThenSet,AbstractListIteratorTest,20,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testSet,AbstractListIteratorTest,50,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractListIteratorTest.java,testWalkForwardAndBack,AbstractListIteratorTest,64,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testEmptyMapIterator,AbstractMapIteratorTest,68,4,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testFullMapIterator,AbstractMapIteratorTest,64,4,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorRemoveGetKey,AbstractMapIteratorTest,36,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorRemoveGetValue,AbstractMapIteratorTest,36,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorSet,AbstractMapIteratorTest,86,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractMapIteratorTest.java,testMapIteratorSetRemoveSet,AbstractMapIteratorTest,40,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/AbstractOrderedMapIteratorTest.java,testMapIteratorOrder,AbstractOrderedMapIteratorTest,62,4,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIterator2Test.java,testIndexedArray,ArrayIterator2Test,66,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIterator2Test.java,testIterator,ArrayIterator2Test,22,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testIterator,ArrayIteratorTest,26,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testNullArray,ArrayIteratorTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayIteratorTest.java,testReset,ArrayIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ArrayListIteratorTest.java,testListIterator,ArrayListIteratorTest,42,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testBounded,BoundedIteratorTest,46,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testEmptyBounded,BoundedIteratorTest,24,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testMaxGreaterThanSize,BoundedIteratorTest,54,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testNegativeMax,BoundedIteratorTest,18,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testNegativeOffset,BoundedIteratorTest,18,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testOffsetGreaterThanSize,BoundedIteratorTest,24,4,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveCalledTwice,BoundedIteratorTest,30,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveFirst,BoundedIteratorTest,56,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveLast,BoundedIteratorTest,66,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveMiddle,BoundedIteratorTest,56,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveUnsupported,BoundedIteratorTest,42,3,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testRemoveWithoutCallingNext,BoundedIteratorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/BoundedIteratorTest.java,testSameAsDecorated,BoundedIteratorTest,58,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testEmptyCollection,CartesianProductIteratorTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivity,CartesianProductIteratorTest,44,5,5,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithAllEmptyLists,CartesianProductIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyFirstList,CartesianProductIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyLastList,CartesianProductIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithEmptyList,CartesianProductIteratorTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testExhaustivityWithSameList,CartesianProductIteratorTest,44,5,5,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testForEachRemaining,CartesianProductIteratorTest,38,4,5,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CartesianProductIteratorTest.java,testRemoveThrows,CartesianProductIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testGetSetComparator,CollatingIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEven,CollatingIteratorTest,22,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEvenEven,CollatingIteratorTest,30,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateEvenOdd,CollatingIteratorTest,20,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateFibEvenOdd,CollatingIteratorTest,132,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testIterateOddEven,CollatingIteratorTest,20,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testNullComparator,CollatingIteratorTest,34,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testRemoveFromDouble,CollatingIteratorTest,32,4,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/CollatingIteratorTest.java,testRemoveFromSingle,CollatingIteratorTest,30,3,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testAddTo,ExtendedIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testAndThen,ExtendedIteratorTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreate,ExtendedIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreateNoRemove,ExtendedIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testCreateWithStream,ExtendedIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testEmptyIterator,ExtendedIteratorTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testFilter,ExtendedIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testFlatten,ExtendedIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testMap,ExtendedIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testRemove,ExtendedIteratorTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/ExtendedIteratorTest.java,testRemoveNext,ExtendedIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testAddTo,FilterIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testAddToCollection,FilterIteratorTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testAddToEmpty,FilterIteratorTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testAddToEmptyToEmpty,FilterIteratorTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testConstructorPredicateFilterInts,FilterIteratorTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testForEachRemainingAcceptAllCtor,FilterIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testForEachRemainingDefaultCtor,FilterIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testForEachRemainingRejectAllCtor,FilterIteratorTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testRemoveNext,FilterIteratorTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testRemoveNextEmpty,FilterIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testRepeatedHasNext,FilterIteratorTest,12,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testReturnValues,FilterIteratorTest,22,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testSetPredicate,FilterIteratorTest,34,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testToCollectionAsDeque,FilterIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testToList,FilterIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterIteratorTest.java,testToSet,FilterIteratorTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testCollections360,FilterListIteratorTest,24,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/iterators/FilterListIteratorTest.java,testEvens,FilterListIteratorTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
