refactoring_type,file_path,method_name,class_name,lines_changed,cyclomatic_complexity,nesting_depth,commit_sha
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testGetLast,ListUtilsTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testHashCode,ListUtilsTest,36,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIndexOf,ListUtilsTest,32,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectEmptyWithEmptyList,ListUtilsTest,16,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectionOrderInsensitivity,ListUtilsTest,30,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectListWithNoOverlapAndDifferentTypes,ListUtilsTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectListWithSelf,ListUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectNonEmptySubset,ListUtilsTest,30,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testIntersectNonEmptyWithEmptyList,ListUtilsTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testLazyFactoryList,ListUtilsTest,38,1,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testLazyTransformerList,ListUtilsTest,40,1,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testLongestCommonSubsequenceWithString,ListUtilsTest,48,4,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testPredicatedList,ListUtilsTest,18,3,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testRemoveAll,ListUtilsTest,42,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testRetainAll,ListUtilsTest,34,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testSubtract,ListUtilsTest,48,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testSubtractNullElement,ListUtilsTest,42,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testSum,ListUtilsTest,26,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/ListUtilsTest.java,testUnion,ListUtilsTest,82,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testConvertResourceBundle,MapUtilsTest,56,2,4,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugAndVerbosePrintCasting,MapUtilsTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugAndVerbosePrintNullMap,MapUtilsTest,38,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrint,MapUtilsTest,70,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullKey,MapUtilsTest,38,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullKeyToMap1,MapUtilsTest,38,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullKeyToMap2,MapUtilsTest,48,1,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullLabel,MapUtilsTest,46,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullLabelAndMap,MapUtilsTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintNullStream,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testDebugPrintSelfReference,MapUtilsTest,92,2,4,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testEmptyIfNull,MapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testFixedSizeMap,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testFixedSizeSortedMap,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetBooleanValue,MapUtilsTest,82,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetByteValue,MapUtilsTest,44,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetDoubleValue,MapUtilsTest,48,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetFloatValue,MapUtilsTest,46,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetIntValue,MapUtilsTest,42,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetLongValue,MapUtilsTest,54,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetMap,MapUtilsTest,26,9,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetNumber,MapUtilsTest,30,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetNumberValueWithInvalidString,MapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetObject,MapUtilsTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetShortValue,MapUtilsTest,44,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testGetString,MapUtilsTest,34,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testInvertEmptyMap,MapUtilsTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testInvertMap,MapUtilsTest,52,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testInvertMapNull,MapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsEmptyWithEmptyMap,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsEmptyWithNonEmptyMap,MapUtilsTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsEmptyWithNull,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsNotEmptyWithEmptyMap,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsNotEmptyWithNonEmptyMap,MapUtilsTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIsNotEmptyWithNull,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIterableMap,MapUtilsTest,30,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testIterableSortedMap,MapUtilsTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testLazyMap,MapUtilsTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testLazyMapFactory,MapUtilsTest,32,5,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testLazyMapTransformer,MapUtilsTest,36,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testLazySortedMapFactory,MapUtilsTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testLazySortedMapTransformer,MapUtilsTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testOrderedMap,MapUtilsTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testPopulateMap,MapUtilsTest,72,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testPopulateMultiMap,MapUtilsTest,40,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testPredicatedMap,MapUtilsTest,18,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testPutAll_Map_array,MapUtilsTest,174,1,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testSafeAddToMap,MapUtilsTest,20,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testSize,MapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testSize0,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testSizeNull,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testToProperties,MapUtilsTest,26,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testToPropertiesEmpty,MapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testTransformedMap,MapUtilsTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testTransformedSortedMap,MapUtilsTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testUnmodifiableMap,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testUnmodifiableSortedMap,MapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrint,MapUtilsTest,70,2,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullKey,MapUtilsTest,38,1,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullKeyToMap1,MapUtilsTest,38,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullKeyToMap2,MapUtilsTest,48,1,3,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullLabel,MapUtilsTest,46,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullLabelAndMap,MapUtilsTest,24,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintNullStream,MapUtilsTest,10,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MapUtilsTest.java,testVerbosePrintSelfReference,MapUtilsTest,92,2,4,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testEmptyIfNull,MultiMapUtilsTest,16,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testGetCollection,MultiMapUtilsTest,26,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testGetValuesAsBag,MultiMapUtilsTest,36,3,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testGetValuesAsList,MultiMapUtilsTest,26,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testGetValuesAsSet,MultiMapUtilsTest,28,2,2,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testIsEmptyWithEmptyMap,MultiMapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testIsEmptyWithNonEmptyMap,MultiMapUtilsTest,12,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testIsEmptyWithNull,MultiMapUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiMapUtilsTest.java,testTypeSafeEmptyMultiValuedMap,MultiMapUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,testEmptyMultiSet,MultiSetUtilsTest,22,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,testPredicatedMultiSet,MultiSetUtilsTest,38,2,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,testSynchronizedMultiSet,MultiSetUtilsTest,18,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/MultiSetUtilsTest.java,testUnmodifiableMultiSet,MultiSetUtilsTest,28,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAllPredicateEx1,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAllPredicateEx3,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAllPredicateEx4,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAllPredicateEx5,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAllPredicateEx6,PredicateUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAndPredicate,PredicateUtilsTest,14,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAndPredicateEx,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAnyPredicateEx1,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAnyPredicateEx3,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAnyPredicateEx4,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
Change Method Access Modifier,src/test/java/org/apache/commons/collections4/PredicateUtilsTest.java,testAnyPredicateEx5,PredicateUtilsTest,8,1,1,d1a4c56c32dabceb9afa4b5ad5fd1e0a9f99cd42
