refactoring_type,file_path,method_name,class_name,lines_changed,commit_sha
Extract Variable,module/spring-boot-actuator-autoconfigure/src/main/java/org/springframework/boot/actuate/autoconfigure/web/server/ChildManagementContextInitializer.java,public,ChildManagementContextInitializer,21,2e09df4e1ab6dc9664d384139b4e0bfe75b5fe4b
Extract Variable,module/spring-boot-actuator-autoconfigure/src/main/java/org/springframework/boot/actuate/autoconfigure/web/server/ChildManagementContextInitializer.java,public,ChildManagementContextInitializer,3,2e09df4e1ab6dc9664d384139b4e0bfe75b5fe4b
Extract Variable,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/DefaultLaunchScript.java,private,DefaultLaunchScript,3,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Remove Parameter Annotation,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/DefaultLaunchScript.java,private,DefaultLaunchScript,51,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Add Parameter Annotation,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/DefaultLaunchScript.java,private,DefaultLaunchScript,51,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Extract Variable,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/FileUtils.java,public,FileUtils,23,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Change Parameter Type,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/MainClassFinder.java,private,MainClassFinder,10,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Change Return Type,loader/spring-boot-loader-tools/src/main/java/org/springframework/boot/loader/tools/SizeCalculatingEntryWriter.java,private,SizeCalculatingEntryWriter,15,3a40b0a623e96696fa90bc5eb6babf6aaabe98c7
Change Variable Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/Command.java,package,Command,6,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,package,ExtractCommand,28,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,8,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,4,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,4,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Rename Variable,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,14,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,12,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Extract Variable,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,3,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,2,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,4,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Extract Variable,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,3,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractCommand.java,private,ExtractCommand,2,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Variable Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractLayersCommand.java,package,ExtractLayersCommand,12,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ExtractLayersCommand.java,package,ExtractLayersCommand,4,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/HelpCommand.java,package,HelpCommand,2,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ListCommand.java,package,ListCommand,4,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/ListLayersCommand.java,package,ListLayersCommand,2,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Change Parameter Type,loader/spring-boot-jarmode-tools/src/main/java/org/springframework/boot/jarmode/tools/Command.java,package,Command,2,f5be18587c5bc8177a3e34c3bc2fda3f2ae7ef12
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/ApplicationInfoPropertySource.java,private,ApplicationInfoPropertySource,3,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/SpringApplication.java,,SpringApplication,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/SpringApplication.java,protected,SpringApplication,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/SpringApplication.java,protected,SpringApplication,11,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/StartupInfoLogger.java,private,StartupInfoLogger,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/StartupInfoLogger.java,private,StartupInfoLogger,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/StartupInfoLogger.java,private,StartupInfoLogger,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataEnvironmentContributor.java,package,ConfigDataEnvironmentContributor,3,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataLoaders.java,private,ConfigDataLoaders,3,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/config/ConfigDataLoaders.java,private,ConfigDataLoaders,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/context/metrics/buffering/BufferingApplicationStartup.java,,BufferingApplicationStartup,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/properties/ConfigurationPropertiesBinder.java,private,ConfigurationPropertiesBinder,16,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,20,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,20,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/ValueObjectBinder.java,public,ValueObjectBinder,6,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/ValueObjectBinder.java,public,ValueObjectBinder,6,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/ValueObjectBinder.java,private,ValueObjectBinder,13,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/ValueObjectBinder.java,package,ValueObjectBinder,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/validation/OriginTrackedFieldError.java,package,OriginTrackedFieldError,14,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/validation/ValidationErrors.java,private,ValidationErrors,15,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/validation/ValidationErrors.java,private,ValidationErrors,15,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/ConfigurationPropertyName.java,package,ConfigurationPropertyName,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/ConfigurationPropertyName.java,package,ConfigurationPropertyName,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/ConfigurationPropertyName.java,package,ConfigurationPropertyName,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/ConfigurationPropertySources.java,public,ConfigurationPropertySources,23,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/SoftReferenceConfigurationPropertyCache.java,,SoftReferenceConfigurationPropertyCache,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/convert/ApplicationConversionService.java,,ApplicationConversionService,75,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/convert/ArrayToDelimitedStringConverter.java,public,ArrayToDelimitedStringConverter,11,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/convert/CollectionToDelimitedStringConverter.java,public,CollectionToDelimitedStringConverter,18,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/diagnostics/analyzer/InvalidConfigurationPropertyValueFailureAnalyzer.java,private,InvalidConfigurationPropertyValueFailureAnalyzer,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/env/ConfigTreePropertySource.java,private,ConfigTreePropertySource,38,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystemProperties.java,,LoggingSystemProperties,10,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystemProperties.java,,LoggingSystemProperties,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystemProperties.java,public,LoggingSystemProperties,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/logging/LoggingSystemProperties.java,public,LoggingSystemProperties,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/logging/StandardStackTracePrinter.java,private,StandardStackTracePrinter,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/logging/log4j2/SpringEnvironmentLookup.java,public,SpringEnvironmentLookup,11,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/LogbackLoggingSystemProperties.java,public,LogbackLoggingSystemProperties,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Parameter Annotation,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/LogbackLoggingSystemProperties.java,public,LogbackLoggingSystemProperties,22,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/logging/logback/LogbackLoggingSystemProperties.java,public,LogbackLoggingSystemProperties,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Rename Parameter,core/spring-boot/src/main/java/org/springframework/boot/logging/structured/ContextPairs.java,private,ContextPairs,12,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Attribute Modifier,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,,Binder,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,,Binder,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,public,Binder,10,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,32,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Return Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,21,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/bind/Binder.java,private,Binder,20,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/ssl/jks/JksSslStoreBundle.java,,JksSslStoreBundle,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/ssl/jks/JksSslStoreBundle.java,,JksSslStoreBundle,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/jks/JksSslStoreBundle.java,public,JksSslStoreBundle,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/jks/JksSslStoreBundle.java,public,JksSslStoreBundle,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Inline Variable,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/LoadedPemSslStore.java,private,LoadedPemSslStore,3,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStore.java,public,PemSslStore,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,,PemSslStoreBundle,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,,PemSslStoreBundle,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,,PemSslStoreBundle,52,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,private,PemSslStoreBundle,3,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,public,PemSslStoreBundle,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemSslStoreBundle.java,public,PemSslStoreBundle,9,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Parameter Annotation,core/spring-boot/src/main/java/org/springframework/boot/util/Instantiator.java,public,Instantiator,11,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Variable Type,core/spring-boot/src/main/java/org/springframework/boot/util/Instantiator.java,private,Instantiator,8,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Method,core/spring-boot/src/main/java/org/springframework/boot/util/LambdaSafe.java,,LambdaSafe,26,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/web/error/ErrorAttributeOptions.java,public,ErrorAttributeOptions,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Attribute Type,core/spring-boot/src/main/java/org/springframework/boot/web/servlet/support/ErrorPageFilter.java,,ErrorPageFilter,2,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,module/spring-boot-kafka/src/main/java/org/springframework/boot/kafka/autoconfigure/KafkaProperties.java,private,KafkaProperties,54,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MutuallyExclusiveConfigurationPropertiesException.java,public,MutuallyExclusiveConfigurationPropertiesException,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MutuallyExclusiveConfigurationPropertiesException.java,public,MutuallyExclusiveConfigurationPropertiesException,18,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MutuallyExclusiveConfigurationPropertiesException.java,public,MutuallyExclusiveConfigurationPropertiesException,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Change Parameter Type,core/spring-boot/src/main/java/org/springframework/boot/context/properties/source/MutuallyExclusiveConfigurationPropertiesException.java,public,MutuallyExclusiveConfigurationPropertiesException,4,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemContent.java,public,PemContent,19,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemContent.java,public,PemContent,25,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Remove Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemContent.java,public,PemContent,19,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Add Method Annotation,core/spring-boot/src/main/java/org/springframework/boot/ssl/pem/PemContent.java,public,PemContent,18,43f5eb5f79d8ad124e33f3f392414a343b7b7f74
Extract Variable,core/spring-boot-testcontainers/src/main/java/org/springframework/boot/testcontainers/service/connection/ContainerConnectionDetailsFactory.java,protected,ContainerConnectionDetailsFactory,13,dc3fe1b17d93494d935b0f56803a24d95ea5e32a
Change Attribute Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/context/AnnotatedClassFinder.java,,AnnotatedClassFinder,2,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Parameter Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/context/AnnotatedClassFinder.java,protected,AnnotatedClassFinder,2,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Variable Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/context/runner/AbstractApplicationContextRunner.java,private,AbstractApplicationContextRunner,4,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Return Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/context/runner/AbstractApplicationContextRunner.java,private,AbstractApplicationContextRunner,14,717ddac137e4a908aed0ade0935bf9dbd3535026
Extract Variable,core/spring-boot-test/src/main/java/org/springframework/boot/test/system/OutputCapture.java,package,OutputCapture,3,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Attribute Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/util/TestPropertyValues.java,,TestPropertyValues,2,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Variable Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/util/TestPropertyValues.java,public,TestPropertyValues,4,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Parameter Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/util/TestPropertyValues.java,private,TestPropertyValues,4,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Parameter Type,core/spring-boot-test/src/main/java/org/springframework/boot/test/util/TestPropertyValues.java,public,TestPropertyValues,4,717ddac137e4a908aed0ade0935bf9dbd3535026
Change Return Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DefaultRunningService.java,public,DefaultRunningService,10,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Attribute Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerCli.java,,DockerCli,2,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Attribute Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerEnv.java,,DockerEnv,2,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Variable Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerEnv.java,private,DockerEnv,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Return Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerEnv.java,private,DockerEnv,18,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Return Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/DockerEnv.java,package,DockerEnv,16,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Return Type,core/spring-boot-docker-compose/src/main/java/org/springframework/boot/docker/compose/core/RunningService.java,public,RunningService,12,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-activemq/src/main/java/org/springframework/boot/activemq/docker/compose/ActiveMQClassicEnvironment.java,package,ActiveMQClassicEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-activemq/src/main/java/org/springframework/boot/activemq/docker/compose/ActiveMQEnvironment.java,package,ActiveMQEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-amqp/src/main/java/org/springframework/boot/amqp/docker/compose/RabbitEnvironment.java,package,RabbitEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-artemis/src/main/java/org/springframework/boot/artemis/docker/compose/ArtemisEnvironment.java,package,ArtemisEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-cassandra/src/main/java/org/springframework/boot/cassandra/docker/compose/CassandraEnvironment.java,package,CassandraEnvironment,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-elasticsearch/src/main/java/org/springframework/boot/elasticsearch/docker/compose/ElasticsearchEnvironment.java,package,ElasticsearchEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-hazelcast/src/main/java/org/springframework/boot/hazelcast/docker/compose/HazelcastEnvironment.java,package,HazelcastEnvironment,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/ClickHouseEnvironment.java,package,ClickHouseEnvironment,8,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/ClickHouseEnvironment.java,private,ClickHouseEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MariaDbEnvironment.java,package,MariaDbEnvironment,8,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MariaDbEnvironment.java,private,MariaDbEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MariaDbEnvironment.java,private,MariaDbEnvironment,20,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MariaDbEnvironment.java,private,MariaDbEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MySqlEnvironment.java,package,MySqlEnvironment,8,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MySqlEnvironment.java,private,MySqlEnvironment,10,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/MySqlEnvironment.java,private,MySqlEnvironment,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/OracleEnvironment.java,package,OracleEnvironment,8,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/OracleEnvironment.java,private,OracleEnvironment,20,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/PostgresEnvironment.java,package,PostgresEnvironment,8,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/PostgresEnvironment.java,private,PostgresEnvironment,10,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/PostgresEnvironment.java,private,PostgresEnvironment,12,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/PostgresEnvironment.java,private,PostgresEnvironment,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/SqlServerEnvironment.java,package,SqlServerEnvironment,4,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Parameter Type,module/spring-boot-jdbc/src/main/java/org/springframework/boot/jdbc/docker/compose/SqlServerEnvironment.java,private,SqlServerEnvironment,6,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
Change Variable Type,module/spring-boot-ldap/src/main/java/org/springframework/boot/ldap/docker/compose/LLdapDockerComposeConnectionDetailsFactory.java,package,LLdapDockerComposeConnectionDetailsFactory,12,7ad90fb96369ec3ce4fa36b5c460945d382b8d90
