refactoring_type,class_name,method_name,lines_changed,cyclomatic_complexity,nesting_depth,file_path,commit_sha,class_encoded,method_encoded
Rename Parameter,ValuesDoubleGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Extract Variable,ValuesDoubleGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Rename Variable,ValuesDoubleGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Rename Parameter,ValuesDoubleGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Rename Variable,ValuesDoubleGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Rename Parameter,ValuesDoubleGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesDoubleGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1058,2
Rename Variable,ValuesFloatAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1060,2
Rename Variable,ValuesFloatAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1060,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,4
Rename Variable,ValuesFloatGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,4
Extract Variable,ValuesFloatGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,4
Extract Variable,ValuesFloatGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,4
Extract Variable,ValuesFloatGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,4
Extract Variable,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Extract Variable,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Extract Variable,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Parameter,ValuesFloatGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesFloatGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1062,2
Rename Variable,ValuesIntAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1064,2
Rename Variable,ValuesIntAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1064,2
Rename Variable,ValuesIntGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,4
Rename Variable,ValuesIntGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,4
Extract Variable,ValuesIntGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,4
Extract Variable,ValuesIntGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,4
Extract Variable,ValuesIntGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,4
Extract Variable,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Extract Variable,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Extract Variable,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Parameter,ValuesIntGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesIntGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1066,2
Rename Variable,ValuesLongAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1068,2
Rename Variable,ValuesLongAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1068,2
Rename Variable,ValuesLongGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,4
Rename Variable,ValuesLongGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,4
Extract Variable,ValuesLongGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,4
Extract Variable,ValuesLongGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,4
Extract Variable,ValuesLongGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,4
Extract Variable,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Extract Variable,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Extract Variable,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Parameter,ValuesLongGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/ValuesLongGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,1070,2
Rename Variable,SpatialCentroidCartesianPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,852,2
Rename Variable,SpatialCentroidCartesianPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,852,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,4
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,4
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,4
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,public,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,4
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,4
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Extract Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Parameter,SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,853,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,854,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,854,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,4
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,4
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,4
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,public,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,4
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,4
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
