refactoring_type,class_name,method_name,lines_changed,cyclomatic_complexity,nesting_depth,file_path,commit_sha,class_encoded,method_encoded
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Extract Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Parameter,SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidCartesianPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,855,2
Rename Variable,SpatialCentroidGeoPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,856,2
Rename Variable,SpatialCentroidGeoPointDocValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,856,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,4
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,4
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,4
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,public,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,4
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,4
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Extract Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Parameter,SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointDocValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,857,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,858,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,4
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,4
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,4
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,public,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,4
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,public,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,4
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Parameter,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Parameter,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Extract Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,2,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
Rename Variable,SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction,private,1,1,1,x-pack/plugin/esql/compute/src/main/generated/org/elasticsearch/compute/aggregation/spatial/SpatialCentroidGeoPointSourceValuesGroupingAggregatorFunction.java,311a722570dc311498dfba3ab3a3796d24c74080,859,2
